reseñas_humanas,nombre_producto,categoria_producto,longitud,idioma_original,idioma,IA,tipo
"Está en buenas condiciones por fuera y pantalla, pero la batería está para cambiarla al 81%, me decepciona el hecho de que se describa como excelente, con la consiguiente molestia de devolvelo.","        Apple iPhone 12 Pro Max, 256GB, Azul Pacifico - (Reacondicionado)       ",Amazon Renewed,193,es,es,0,mediana
"Entiendo que cada teléfono es diferente, pero no hay ni una marca en este. Y la batería está al 100% de salud. Puede que hayan reemplazado la batería, pero no se nota. No hay ninguna imperfección en este teléfono. ¿Por qué gastar más de £1000 en un iPhone 11 nuevo en estas condiciones, cuando uno usado cuesta un tercio del precio? Como siempre, la transferencia de mi viejo teléfono al nuevo fue muy simple, no se perdió nada. No hubo problemas. Bueno, tuve que volver a iniciar sesión en un par de aplicaciones bancarias y confirmar las tarjetas que tengo en la Wallet de Apple. Pero nada que no estuviera esperando.","        Apple iPhone 12 Pro Max, 256GB, Azul Pacifico - (Reacondicionado)       ",Amazon Renewed,535,en,es,0,grande
"He ordenado un iPhone 12 Pro Max de 256 GB de segunda mano en estado aceptable. Parece nuevo. Habría pensado que estaba en muy buen estado. Sin arañazos, ni siquiera de cerca. La batería está al 87%. Por menos de un tercio del precio original. Definitivamente compraré mi próximo teléfono de segunda mano en algún momento. Estoy muy emocionado.","        Apple iPhone 12 Pro Max, 256GB, Azul Pacifico - (Reacondicionado)       ",Amazon Renewed,318,de,es,0,grande
"Llegó en 1 día, por el momento todo está bien. iPhone en PERFECTAS CONDICIONES. Realmente excelente, tal como se describe. Pantalla perfecta, sin ningún rasguño mínimo. Lo mismo para la carcasa, sin signos de desgaste, ni siquiera buscando con una lupa. ¡EXCELENTE! Solo falta insertar las tarjetas SIM... y podré confirmar el funcionamiento de la antena.","        Apple iPhone 12 Pro Max, 256GB, Azul Pacifico - (Reacondicionado)       ",Amazon Renewed,337,it,es,0,grande
"Después de una mala experiencia con otro vendedor en Amazon (pedí un iPhone y nunca lo recibí, el reembolso llegó 3 semanas después), me preocupaba hacer un nuevo pedido. ¡Decidí confiar en los comentarios y tuve razón! Recibí el teléfono al día siguiente por DHL, en perfectas condiciones, la batería mostraba un 80% de carga, pero después de cargarla mi teléfono mostraba el 100% (probablemente la batería fue cambiada). La fluidez y la rapidez están presentes. Habrá que ver con el tiempo, pero a primera vista todo funciona perfectamente. ¡Estoy encantado con esta compra!","        Apple iPhone 12 Pro Max, 256GB, Azul Pacifico - (Reacondicionado)       ",Amazon Renewed,510,fr,es,0,grande
"Estaba ahorrando para un buen teléfono, todo mi esfuerzo fue en vano.","        Apple iPhone 12 Pro Max, 256GB, Azul Pacifico - (Reacondicionado)       ",Amazon Renewed,59,en,es,0,pequeña
"Pedí mi teléfono en septiembre 2021. Llegó antes de lo previsto y en muy buenas condiciones. Temía por esta compra porque es una inversión relativamente grande por un producto reacondicionado, pero todas mis expectativas fueron satisfechas. El teléfono llegó en perfectas condiciones. No se le aprecia por ningún lado ni un solo rasguño. La salud de la batería estupenda y hasta el día de hoy el teléfono funciona perfectamente. Tuve que llamar a la empresa que me lo vendió para una pregunta técnica y me atendieron rápidamente, solucionaron mi consulta con mucho interés y fueron muy muy amables. Agradezco, no solo el producto en sí, sino también el servicio de atención al cliente después de una compra. Una empresa comprometida con sus clientes al dar un servicio de muy alta calidad . Gran parte de mis estrellitas ⭐️⭐️⭐️ va a este punto.Muchas gracias por leer este comentario. 😊😁😍",        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,888,es,es,0,grande
"Muy contento con la compra. En mi caso el vendedor fue MERCARED, y he de decir que su atención, información y cuidado hacia el cliente ha sido excepcional. Volvería a repetir con ellos en el futuro en caso necesario. A tener en cuenta que el producto llegó en perfecto estado, nuevo completamente (prometo que si hubiese venido en su caja original sería así) y con la batería en salud 100%. Y sobre todo una atención personalizada, ya que contactan contigo directamente para informar del envío y de cualquier posible incidencia que surja poder atenderla rápidamente.",        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,566,es,es,0,grande
Pensé que vendría peor y la verdad me a sorprendido mucho.,        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,58,es,es,0,pequeña
me has gustado todo. Bien embalado y con cargador y todo,        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,56,es,es,0,pequeña
"Lo compré hace ya un tiempo y la durabilidad de la bateria bajó muchisimo. La camara funciona bien y esta en buenas condiciones, pero es frágil y el mío se vuelve loco cada poco tiempo. Llama solo y se bloquea. Si no tienes la opcion de comprarte uno nuevo, este está bien, pero no dura más de un año sin arreglarlo, casi seguro.",        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,329,es,es,0,grande
"Tengo este teléfono desde hace 4 años y todavía sigue intacto. Lo único malo (es normal después de tanto tiempo) es que la batería que está dejando de ser funcional. En su momento el precio fue de 545€, y fue una inversión increíble. Enhorabuena al vendedor de este dispositivo (SMARTEAM SRL), han hecho un buen trabajo con este teléfono. Ya los pequeños fallos existentes son de uso y todo. Estoy contentísima con tiempo que ha durado este móvil. Lo recomiendo al 100%.",        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,470,es,es,0,grande
"He comprado cinco iPhones para la familia. Todos prácticamente nuevos y totalmente funcionales. Cuatro de ellos se instalaron sin problemas, pero uno requirió la asistencia telefónica de Apple, aunque finalmente funcionó. Considerando el precio, fue una excelente compra y lo volvería a hacer de la misma manera.",        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,268,de,es,0,mediana
"Después de 8 meses de uso, el teléfono ya no carga y el vendedor no responde a mi pregunta sobre si hay garantía o no. :-(  ",        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,131,fr,es,0,mediana
"Esta iPhone no la recomendaría, es más lenta que un teléfono Samsung económico. Además, es muy frágil, después de una semana el cristal de la parte trasera ya se rompió por una caída muy pequeña. También aparecieron manchas ciegas en la pantalla, tanto rojas como negras. No se conecta bien a internet en comparación con otros teléfonos. ¡No la compres, diría yo!",        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,351,nl,es,0,grande
"He recibido el teléfono en muy buenas condiciones y con una salud de batería del 100%, además fue entregado 1 día antes de la fecha mencionada. Estoy muy contento de haberlo comprado a este vendedor.",        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,172,en,es,0,mediana
"Excelente condición, parecía nuevo, teléfono reacondicionado e incluso tenía un protector de pantalla.",        Apple iPhone X 256GB Plata (Reacondicionado)       ,Amazon Renewed,84,en,es,0,pequeña
"El producto llegó con una mancha en la pantalla, no debería tenerla porque se compró supuestamente sin rasguños. No lo devolví porque funcionaba y la mancha no me afectaba al día a día. El otro día se me despegó la pantalla, he ido a un reparador y me ha enseñado cómo se ha hinchado la batería, eso es lo que estaba haciendo presión contra la pantalla y por eso era la mancha. Se hubiese podido romper la pantalla también en lugar de solo despegarse, he tenido suerte y sólo tengo que cambiar la batería. Una batería que con una simple revisión se hubiese visto que no estaba en buen estado, ya que por una parte se ve la batería más hinchada, y por otra había una mancha en la pantalla, que ya indicaba que algo pasaba.","        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,721,es,es,0,grande
"La experiencia con este iPhone reacondiconado ha sido muy buena. Llego la batería nueva, al 100% de salud y el móvil estaba como nuevo.","        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,135,es,es,0,mediana
"Llego en buen estado, con un pequeño golpe en una esquina y le faltaban los cables pero llevamos como 9 meses con el tlf y va perfecto.","        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,135,es,es,0,mediana
Estoy Muy Contenta Con Mi Iphone 11 Recomiendo Los Tlf Reacondicionados No Siempre Tienen Que Ser Nuevos Los Tlf Los Reacondicionados También Valen OK 💪😎😍😘,"        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,155,es,es,0,mediana
Lo compré a un precio excepcional… y el producto más que perfecto…Muchísimas gracias a todas las personas que hacen posible que seamos felices,"        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,142,es,es,0,mediana
"Siempre compro productos de apple reacondicionados o de segunda mano, son una maravilla técnica y su vida útil parece ser eterna. El macbook air desde el que es escribo esto es de 2012 y va como un tiro. El problema con este iphone 11 (que exteriormente estaba impecable y con una batería no oficial al 100%) es que tenía un problema de ghost touch. Además se bloqueaba parcialmente. Tras resetarlo 4 veces lo hacía menos, pero la sensación de que algo no iba bien ya estaba en mi cabeza. Eso me hacía pensar que incluso iba un poco lento a la hora de realizar algunas acciones o ejecutar alguna app. Nada, lo devolví y pille un XS. El 11 tiene una pantalla excesivamente grande.","        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,679,es,es,0,grande
"Hola en octubre compré este iphone reacondicionado, el cual venia con fallo no tenia señal de cobertura, para poder devolverlo es casi imposible hablar con la empresa ya que la comunicación es mediante correos electrónicos lo cual es difícil la comunicación a parte de que es super lenta porque no te responden de inmediato, a veces tardan en cobtestar hasta 5 dias el echo esque estoy sin movil desde octubre, les envio devuelta el iphone a la espera de que me envien uno nuevo y me envian un mensaje la semana pasada diciendome que amazon ne hará un reembolso que a dia de hoy aun no he recibido.muy mala experiencia tanto de la empresa como amazon","        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,650,es,es,0,grande
"""Envío y salud de la batería coincidieron con la descripción, entrega rápida y bien empaquetado.""","        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,90,sv,es,0,pequeña
Hermoso diseño que sigue destacando.,"        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,41,en,es,0,pequeña
"Muy bonito teléfono, funciona muy bien, muy satisfecho.","        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,55,fr,es,0,pequeña
Una excelente calidad y relación calidad-precio para el iPhone. ¡Definitivamente recomiendo a este vendedor! 5 estrellas.,"        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,93,nl,es,0,pequeña
"Una muy buena ocasión. Bien empaquetado, pantalla y respuesta en perfecto estado. Batería casi nueva. Precio competitivo. Mi hijo está encantado.","        Apple iPhone 11, 64GB, Negro - (Reacondicionado)       ",Amazon Renewed,129,fr,es,0,mediana
"Funciona muy bien y el precio es asequible. Estoy muy contenta porque por poco dinero, tengo un ordenador que funciona bien. No lo uso para juegos, así que eso no lo puedo valorar.","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD de 240GB+500 HDD, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,180,es,es,0,mediana
"Está prácticamente nuevo. Es especialmente fiable. Seguro. Fantástico. No hace ruido apreciable. Posiblemente es un ordenador de empresa de stock de reserva mo usado de muy alta calidad..Para informática de tipo ofimática, navegación..  ncluso programación, como lo itilizo. Genial. Por 107 Eur.Si necesitas velicidad probablemente postal ir 3x o 4x con un equipo moderno.","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD de 240GB+500 HDD, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,372,es,es,0,grande
"El equipo arranca muy rápido y ya viene prácticamente configurado (no hay que esperar los procesos habituales cuando se instala Windows por primera vez).Tiene marcas de uso, pero hay que fijarse mucho para verlas.El único inconveniente es que el ventilador hace algo más de ruido y tiene más vibraciones de lo que haría un equipo nuevo, por lo que es un poco molesto al usarlo por la noche.","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD de 240GB+500 HDD, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,390,es,es,0,grande
"Rápido en la entrega, muy buen ordenador, calidad precio","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD de 240GB+500 HDD, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,56,es,es,0,pequeña
"La torre está perfectamente por el exterior. Uno de los discos duros es completamente nuevo, el otro tiene ya bastantes horas de uso pero está en buen estado. Viene con windows 10 instalado y las características q anuncia. Para el uso q le quiero dar, en principio parece una excelente opción","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD de 240GB+500 HDD, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,292,es,es,0,grande
simplemente espectacular .BUENO .BONITO. Y BARATO,"        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD de 240GB+500 HDD, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,49,es,es,0,pequeña
"Primer día bien, al segundo ya no arrancaba😔. Lo dejé apagado y esperé por si se había bloqueado por algo. Al tercero me puse en contacto con el vendedor, me dijo que lo abriera y comprobase si había algún cable suelto🤦. Ni idea, lo he devuelto, me gustaba lo rápido que iba, pero duró un día, son ellos los que tienen que comprobar que todo funcione, no yo. Decepcionada por qué quiero un ordenador reacondicionado, pero todos los vende la misma tienda, no sé si fiarme. Y luego que hasta que hagan la devolución pasan 20 días. Elegí mal mi regalo de cumple😭.","        HP EliteDesk 800 G1 - Ordenador de sobremesa (Intel Core i5-4570, 16GB de RAM, Disco SSD de 240GB+500 HDD, Lector DVD, Windows 10 Pro ES 64) - Negro (Reacondicionado)       ",Amazon Renewed,560,es,es,0,grande
"He tenido varios irrigadores bucales, este , sin duda, es el mejor. ¡Y el más barato!  Llevo nueve días usándolo dos veces diarias y hasta el momento la batería se mantiene con la carga completa que le hice cuando lo recibí. Y con la misma fuerza del primer día. Estéticamente está bien, correcto;  es robusto y, al mismo tiempo, ligero; tiene cinco posiciones y trae boquillas suficientes como para que lo usen hasta cuatro personas simultáneamente,  y otras tantas para su empleo según tus necesidades bucales. Por ponerle una pega, porque nada es perfecto: al cogerlo es muy fácil ponerlo en marcha antes de tener la boquilla en la boca, pero, vamos, eso ocurre solo las dos o tres primera veces, hasta que le coges el truco.","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,728,es,es,0,grande
"Es un irrigador muy potente y a la vez suave. Trae diferentes potencias, entre ellas una suave para niños. Yo, que llevo 2 implantes, estoy muy contenta. Ademas trae diferentes accesorios para limpiar los dientes. Es practico, ya que ds portatil, se recarga muy facil. Tiene un deposito de 300ml. Contenta con la compra","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,319,es,es,0,grande
"Me encanta el producto. En mi caso no necesito una potencia extremadamente fuerte por lo que la que tiene este irrigador es perfecta. Viene con varias boquillas para diferentes usos y 4 boquillas estándar para poder compartir con más usuarios. Se incluye un cable para cargarlo y pesa muy poco, lo que lo hace perfecto para viajar. Las instrucciones son claras y el funcionamiento muy sencillo. Repetiría sin duda","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,413,es,es,0,grande
"Es un irrigados bucal de una calidad excelente. No sé qué ocurrirá en el futuro, pero durante los primeros días siento que realmente funciona muy bien. Sus cinco modos son eficaces y completos. Lo único que me ha decepcionado es que no traiga una bolsa o neceser de transporte, lo creo muy necesario para viajar o guardarlo. Es cierto que los botones son sensibles, como indican algunos usuarios, pero no lo veo un problema. El pack de boquillas es bastante completo, con recambios para que toda la familia lo pueda usar. Es el primero que tengo, pero dudo que alguno pueda tener mejores prestaciones. Realmente tengo la impresión de que es un producto de muy buena calidad. Se recarga de agua fácil y cómodo. El tanque de para un lavado completo, aunque a mí me gusta recrearme más y lo suelo llenar dos veces.","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,811,es,es,0,grande
"Es muy fácil su utilización diaria, realmente es muy funcional. Tengo dos para cada planta de la casa. Evito viajes innecesarios al piso superior y el tamaño es manejable, con batería recargable, muy importante.","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,211,es,es,0,mediana
Grata sorpresa.Buena calidad del producto.Varias boquillas con distintivos de color.Varios niveles de salida del agua.Elimina restos de los dientes de manera sorprendente.Recomiendo al principio utilizar agua templada para un menor impacto en las encías.Lo he cargado una vez y ya llevamos muchos usos.Me ha sorprendido y la uso a diario.,"        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,338,es,es,0,grande
"Estoy gratamente sorprendido con la potencia de este irrigador. Deja la boca limpia de restos de comida que se quedan entre los dientes. Yo lo uso antes del cepillado, para no eliminar después el efecto del dentífrico. Tiene varios modos de potencia y la capacidad del depósito de agua es suficiente para toda la boca. Lleva varias puntas y de diferentes tipos, mi hijo usa la de ortodoncia. La batería dura muchísimo, en un mes aún no lo he recargado. Calidad precio muy buena, espero que me dure mucho.","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,504,es,es,0,grande
Es el primer irrigador que tengo. Me lo recomendó mi dentista. Y la verdad es que funciona muy bien.Tiene muchísima autonomía y eso evita tener el cargador en medio del baño. Los accesorios van muy bien y t vienen identificados con colores para usarlo más persona de la familia.Yo cuando lo tengo lleno de agua le hecho un poco de enjuague bucal y m va estupendo.Una compra de maravilla.,"        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,387,es,es,0,grande
"Este dispositivo me fue recomendado por la ortodoncista de mi hija para que se lave bien los dientes (ya que lleva aparatos desde hace poco). Este dispositivo es realmente práctico y cumple bien su función. El manual de instrucciones es claro, fácil de recargar y dura mucho tiempo, fácil de llenar con agua, varios cabezales y múltiples funciones de chorro. Mi hija lo usa todos los días, rápidamente le tomó gusto porque es agradable estar bien cepillado y limpio con los hilos, los brackets y los alambres. Una buena invención, práctica sin cables, fácil de usar y ligera. Una buena invención.","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,576,fr,es,0,grande
"Buen dispositivo con ajuste de potencia como deseas, limpia mejor que el hilo dental. Recomiendo encarecidamente esta compra, también recomendada por mi dentista para combatir la placa dental.","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,214,fr,es,0,mediana
"El dispositivo es de buena calidad, muy fácil de usar y recargable. Viene con varios cabezales para una mayor eficacia. Tiene varios niveles de potencia para adaptarse a la sensibilidad de cada persona. Se recomienda usar idealmente antes de cepillarse los dientes para eliminar la mayor cantidad de suciedad. El único pequeño inconveniente que podría mencionar es que el depósito de agua se vacía bastante rápido (pero se rellena muy fácilmente). ¡Recomiendo este producto al 100%!","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,464,fr,es,0,grande
"Fácil de usar, fácil de limpiar a fondo, excelente relación calidad-precio, ¡lo recomiendo! 👍👍","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,95,fr,es,0,pequeña
"Indispensable para una buena higiene bucal, el dispositivo hace bien su trabajo. También es muy práctico para viajar gracias a sus dimensiones que le permiten encajar en tu neceser de baño.","        Irrigador Bucal Portatil, Vimmk Irrigador Dental Inalámbrico Profesional 8 Boquillas 5 Modos, IPX7 Impermeable 300ML USB-C Recargable Para Limpieza Dientes, Para el Hogar y los Viajes (Negro)       ",Salud y cuidado personal,209,fr,es,0,mediana
"Su precio es excelente y la calidad muy buena, sabor y olor buenísimo",        Healthy Fusion Whey Protein | Proteína Whey pura con Colágeno + Magnesio | Mejora tus entrenamientos | Protege y aumenta la masa muscular | 1000g de proteína (Chocolate)       ,Salud y cuidado personal,69,es,es,0,pequeña
"Proteínas a buen precio, que incluyen colágeno y magnesio. Se disuelven bien, pero generan algo de grumo (algo normal).De sabor no está nada mal, aunque yo recomiendo no echar mucha agua; así, el sabor se intensifica y no se hace tan pesado tomar el batido.No es un batido delicioso, pero se bebe sin ningún problema o molestia. He probado el de galleta y es un sabor agradable.En las instrucciones se recomienda tomar 50 gramos diarios, aunque a mí me sientan algo mal si los tomo de golpe, por lo que suelo dividirlo en dos tomas.Tanto con agua fría como con agua del tiempo se disuelve bien.He podido comprobar que en el bote de las proteínas de sabor doble chocolate pone expresamente que no lleva LACTOSA; en cambio, en el bote de las de sabor galleta, no dice nada al respecto.Actualización después de consumir tres botes:-Galletas: sabor dulce, genera algo de espuma pero se disuelve bien. 6/10-Fresa: sabor agradable, pero genera mucha espuma. 5/10-Chocolate: buen sabor, sin generar demasiada espuma. 8/10",        Healthy Fusion Whey Protein | Proteína Whey pura con Colágeno + Magnesio | Mejora tus entrenamientos | Protege y aumenta la masa muscular | 1000g de proteína (Chocolate)       ,Salud y cuidado personal,1014,es,es,0,grande
"El producto esta muy bien, sacea bastaste y de sabor lo consiguen. No acidifica y se deshace facilmente, casi sin grumos.",        Healthy Fusion Whey Protein | Proteína Whey pura con Colágeno + Magnesio | Mejora tus entrenamientos | Protege y aumenta la masa muscular | 1000g de proteína (Chocolate)       ,Salud y cuidado personal,121,es,es,0,pequeña
"Después de haberme iniciado con esta proteína y tras haber probado alguna otra he sacado alguna conclusión.El rendimiento es correcto y el aporte de proteínas es bueno. Sin embargo, sí que diría que aporta algo más de grasas y azúcares de lo que me gustaría. Aparte de las opciones isolate hay algunas otras marcas, e incluso otras versiones de esta misma que mejoran este aspecto.El sabor vainilla es bueno, pero con agua se hace rarito, no me termino de convencer. Solo lo he tomado con leche, porque con agua no creo que quede bien.Por último, comentar que te hará falta un shaker sí o sí para esta proteína, ya que es de las más difícil de diluir sin grumos que he probado hasta ahora. Este quizá sería su punto más negativo.",        Healthy Fusion Whey Protein | Proteína Whey pura con Colágeno + Magnesio | Mejora tus entrenamientos | Protege y aumenta la masa muscular | 1000g de proteína (Chocolate)       ,Salud y cuidado personal,729,es,es,0,grande
"Suelo tomarla con leche desnatada. Al batirla, aunque se disuelve completamente, genera mucha espuma, por lo que al final siempre uso una cuchara para terminar de comerme la espuma que queda. No siento pesadez pero si un poco de gases (algo que suele ser común en los complementos de proteína).Sobre los sabores, iré actualizando esta reseña con los que vaya probando:Vainilla: Muy rica, el sabor está muy bien conseguido y es de las mejores de vainilla que he probado.Galleta: La compré pq se supone que sabe a galleta óreo (sale dibujada en la etiqueta). Desilusión total, nada que ver con una galleta óreo. Es un sabor que parece mezcla de chocolate y vainilla, pero definitivamente no el de la famosa galleta. Saber no sabe mal, es dulce, pero no es para mi ya que no sabe ni a chocolate, ni a vainilla ni a galleta.Fresa: Es la que por ahora menos me ha gustado. Más que a fresa sabe a caramelo de fresa. Un sabor que me parece muy artificial y que cansa rápido.",        Healthy Fusion Whey Protein | Proteína Whey pura con Colágeno + Magnesio | Mejora tus entrenamientos | Protege y aumenta la masa muscular | 1000g de proteína (Chocolate)       ,Salud y cuidado personal,967,es,es,0,grande
"Umm un sabor riquísimo de chocolate , se disuelve muy bien . Yo lo tomé con leche después de mi entrenamiento y como a sido mi primer día si he notado los músculos descansados . Lleva un medidor así sabrás exactamente lo que te pones .",        Healthy Fusion Whey Protein | Proteína Whey pura con Colágeno + Magnesio | Mejora tus entrenamientos | Protege y aumenta la masa muscular | 1000g de proteína (Chocolate)       ,Salud y cuidado personal,235,es,es,0,mediana
El bote es muy grande y viene vacío ya que el producto es 1 kg en un bote de capacidad de 5 ! El sabor muy artificial!,        Healthy Fusion Whey Protein | Proteína Whey pura con Colágeno + Magnesio | Mejora tus entrenamientos | Protege y aumenta la masa muscular | 1000g de proteína (Chocolate)       ,Salud y cuidado personal,118,es,es,0,pequeña
"Esta proteína de suero 100% pura es simplemente fantástica. El sabor es delicioso y se mezcla fácilmente con agua o leche. La combinación de proteínas de suero de alta calidad, colágeno y magnesio es una ventaja adicional para la salud y el bienestar general. El precio es increíblemente conveniente considerando la calidad de los ingredientes y la eficacia del producto. Quedé gratamente sorprendido por lo bueno del sabor y la sensación de saciedad que ofrece. Recomiendo encarecidamente esta proteína de suero a cualquiera que esté buscando un suplemento de alta calidad a un precio asequible.",        Healthy Fusion Whey Protein | Proteína Whey pura con Colágeno + Magnesio | Mejora tus entrenamientos | Protege y aumenta la masa muscular | 1000g de proteína (Chocolate)       ,Salud y cuidado personal,586,it,es,0,grande
"Parece que la persona que escribió el mensaje pidió sabor a chocolate, pero recibió sabor a vainilla. Además, menciona que está demasiado dulce y que no es bueno.",        Healthy Fusion Whey Protein | Proteína Whey pura con Colágeno + Magnesio | Mejora tus entrenamientos | Protege y aumenta la masa muscular | 1000g de proteína (Chocolate)       ,Salud y cuidado personal,65,fr,es,0,pequeña
"Proteínas de alta calidad derivadas de la leche. El sabor es muy bueno y también es muy fácil de mezclar. Este producto es para atletas, personas con dieta o para cualquiera que simplemente desee comer de forma más saludable. Puede ser usado con leche, agua, yogur y en muchas otras recetas.",        Healthy Fusion Whey Protein | Proteína Whey pura con Colágeno + Magnesio | Mejora tus entrenamientos | Protege y aumenta la masa muscular | 1000g de proteína (Chocolate)       ,Salud y cuidado personal,268,nl,es,0,mediana
